,LocusTag,Length,Entry,EntryName,Status,ProteinNames,GeneNames,LocusTag,UpdatedSymbol,Symbol_gtf,x77459_Emp1_1,x77460_Emp2_2,x77461_Emp3_3,x77456_TosR1_1,x77457_TosR2_2,x77458_TosR3_3,logFC,logCPM,LR,PValue,FDR,DE
2794,c4937,181,P0AA01,NUSG_ECOL6,reviewed,Transcription termination/antitermination protein NusG,nusG c4937,c4937,nusG,nusG,18.94891008,18.74864126,19.46000712,18.65486204,46.50016121,20.15323419,0.570732758,4.571323082,2.11135164,0.146210126,0.544112976,no
1805,c3261,257,A0A0H2VCC1,A0A0H2VCC1_ECOL6,unreviewed,Glucitol operon repressor,srlR c3261,c3261,srlR,srlR,18.26729461,14.99891301,19.82261594,15.18956259,10.23588454,12.07246879,-0.49004691,3.933575133,2.114633878,0.145896942,0.544112976,no
2443,c4327,274,Q8FCI6,GADX_ECOL6,reviewed,HTH-type transcriptional regulator GadX,gadX c4327,c4327,gadX,yhiX,48.53102151,49.57267859,64.30263221,103.0926586,54.98132269,73.40839895,0.513443817,6.043008036,2.121999737,0.145196855,0.544112976,no
1183,c2184,331,P0A9B3,G3P_ECOL6,reviewed,Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (NAD-dependent glyceraldehyde-3-phosphate dehydrogenase),gapA c2184,c2184,gapA,gapA,873.2857409,819.47451,733.6785292,767.3328081,211.5903562,563.2196126,-0.653578118,9.370078733,2.113527799,0.146002397,0.544112976,no
2088,c3781,506,A0A0H2VDL3,A0A0H2VDL3_ECOL6,unreviewed,Outer membrane protein tolC,tolC c3781,c3781,tolC,tolC,23.99286457,14.55403,13.77913547,10.10712339,11.55192684,14.60379289,-0.52600022,3.894601359,2.121623894,0.145232485,0.544112976,no
1694,c3051,616,Q8FF44,HSCA_ECOL6,reviewed,Chaperone protein HscA (Hsc66),hscA c3051,c3051,hscA,hscA,13.63230941,10.6136376,9.186090316,11.03120325,23.83498829,14.60379289,0.557414616,3.794624726,2.124600438,0.144950576,0.544112976,no
1619,c2933,749,A0A0H2V986,A0A0H2V986_ECOL6,unreviewed,Uncharacterized protein,yfeA c2933,c2933,yfeA,yfeA,10.63320134,10.6136376,7.614785393,9.81834844,22.81139984,10.90416536,0.578309173,3.600904303,2.113506276,0.14600445,0.544112976,no
1516,c2773,875,A0A0H2VAH0,A0A0H2VAH0_ECOL6,unreviewed,DNA gyrase subunit A (EC 5.99.1.3),gyrA c2773,c2773,gyrA,gyrA,53.98394527,69.59241418,55.60002033,51.97949174,120.6372107,89.18049528,0.544192691,6.201345629,2.112624522,0.146088581,0.544112976,no
3132,c5569,NA,NA,NA,NA,NA,NA,NA,NA,glyU,1.772200224,1.525313188,1.450435313,1.848159706,3.801899973,1.947172386,0.627764902,1.121880543,2.11600873,0.145765981,0.544112976,no
279,c0513,605,A0A0H2V6U7,A0A0H2V6U7_ECOL6,unreviewed,Maltodextrin glucosidase (EC 3.2.1.20),malZ c0513,c0513,malZ,malZ,3.544400447,3.368399956,3.626088283,5.544479119,3.948126895,5.257365442,0.504056367,2.149606825,2.106496717,0.146674765,0.545206664,no
2184,c3942,85,P0A7L9,RL27_ECOL6,reviewed,50S ribosomal protein L27,rpmA c3942,c3942,rpmA,rpmA,73.88711701,102.323093,73.00524409,94.25614502,189.0714102,87.81747461,0.572519071,6.693354182,2.101990522,0.147107519,0.5461776,no
270,c0501,93,A0A0H2V6U1,A0A0H2V6U1_ECOL6,unreviewed,Uncharacterized protein,ykiA c0501,c0501,ykiA,ykiA,2.999108071,3.876837685,2.900870626,3.292034477,1.023588454,1.752455147,-0.625138835,1.541677555,2.09844388,0.147449136,0.5461776,no
1197,c2209,561,P69452,LCFA_ECOL6,reviewed,Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) (Long-chain acyl-CoA synthetase) (Acyl-CoA synthetase),fadD c2209,c2209,fadD,fadD,5.725569953,8.007894234,8.098263831,7.392638825,16.66986911,8.956992975,0.575878221,3.206720393,2.099755956,0.147322651,0.5461776,no
497,c0868,234,P0AAC5,YBHL_ECOL6,reviewed,Inner membrane protein YbhL,ybhL c0868,c0868,ybhL,ybhL,16.49509439,7.499456505,8.944351097,8.374473669,5.410396116,7.983406782,-0.576217532,3.208496187,2.096165099,0.147669103,0.546358571,no
2977,c5279,251,P0A9W1,ULAR_ECOL6,reviewed,HTH-type transcriptional regulator UlaR,ulaR c5279,c5279,ulaR,yjfQ,9.2699704,12.01184135,11.84522172,7.565903798,6.141530726,9.63850331,-0.502167615,3.267122822,2.093658614,0.147911478,0.546525429,no
2617,c4666,271,Q8FBS8,ATP6_ECOL6,reviewed,ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6),atpB c4666,c4666,atpB,atpB,96.24410445,138.358617,115.9139554,123.7111903,198.5761601,186.7338318,0.537098575,7.164021231,2.092160816,0.148056529,0.546525429,no
2947,c5239,119,Q8FAL7,FRDD_ECOL6,reviewed,Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein),frdD c5239,c5239,frdD,frdD,8.724678024,3.62261882,3.384349064,6.122029027,0.292453844,1.168303432,-0.990251231,2.041379409,2.088754068,0.148387045,0.547112972,no
194,c0330,261,A0A0H2V6D1,A0A0H2V6D1_ECOL6,unreviewed,Putative deoxyribose operon repressor,c0330,c0330,,c0330,3.135431165,2.47863393,1.692174532,3.407544459,2.924538441,4.283779249,0.54934437,1.671764885,2.077208882,0.14951335,0.547162674,no
235,c0421,301,A0A0H2V598,A0A0H2V598_ECOL6,unreviewed,Hypothetical transcriptional regulator ykgD,ykgD c0421,c0421,ykgD,ykgD,1.635877129,1.398203755,1.087826485,1.732649725,2.485857675,2.141889625,0.591452051,0.931035095,2.084301046,0.148820325,0.547162674,no
1145,c2121,310,A0A0H2V7Q1,A0A0H2V7Q1_ECOL6,unreviewed,Phosphofructokinase,pfkB c2121,c2121,pfkB,pfkB,6.27086233,2.415079214,3.021740235,2.77223956,1.316042298,3.018117198,-0.656353647,1.709554269,2.084708093,0.14878066,0.547162674,no
2186,c3945,323,A0A0H2VB40,A0A0H2VB40_ECOL6,unreviewed,Octaprenyl-diphosphate synthase (EC 2.5.1.-),ispB c3945,c3945,ispB,ispB,34.8987121,26.88364493,27.31653173,22.40893644,22.08026523,20.05587558,-0.462962759,4.686621801,2.075007837,0.149729171,0.547162674,no
2029,c3688,559,A0A0H2VAZ0,A0A0H2VAZ0_ECOL6,unreviewed,KpsD protein,kpsD c3688,c3688,kpsD,kpsD,26.17403407,42.00966737,40.24957994,14.32323772,32.16992285,28.42871683,-0.540848397,4.940208083,2.072832737,0.149942793,0.547162674,no
284,c0518,615,A0A0H2V4S7,A0A0H2V4S7_ECOL6,unreviewed,Protein translocase subunit SecD,secD c0518,c0518,secD,secD,54.80188384,54.91127475,50.16088791,50.59337196,116.8353107,64.84084045,0.536216575,6.031384026,2.080417321,0.149199381,0.547162674,no
1958,c3553,711,A0A0H2VCV9,A0A0H2VCV9_ECOL6,unreviewed,"Ornithine decarboxylase, constitutive (EC 4.1.1.17)",speC c3553,c3553,speC,speC,3.95336973,4.44883013,4.23043633,4.331624312,7.603799947,6.620386112,0.528855784,2.414699907,2.079670142,0.149272431,0.547162674,no
2063,c3749,739,Q8FDK9,YGIQ_ECOL6,reviewed,UPF0313 protein YgiQ,ygiQ c3749,c3749,ygiQ,c3749,2.862784977,2.033750917,2.417392188,1.674894734,8.481161479,2.628682721,0.771331852,1.739482835,2.073791495,0.149848589,0.547162674,no
579,c1019,758,P0ABI0,CLPA_ECOL6,reviewed,ATP-dependent Clp protease ATP-binding subunit ClpA,clpA c1019,c1019,clpA,clpA,306.7269618,150.3704584,171.2722365,200.7563481,76.03799947,126.5662051,-0.638079588,7.427394974,2.076426481,0.149590027,0.547162674,no
2301,c4093,140,A0A0H2VBA7,A0A0H2VBA7_ECOL6,unreviewed,PioO protein,pinO c4093,c4093,pinO,pinO,2.726461882,3.876837685,3.142609845,3.985094367,4.825488428,5.354724061,0.507168501,2.063480026,2.069885315,0.150232818,0.547595192,no
1578,c2860,422,A0A0H2VAL9,A0A0H2VAL9_ECOL6,unreviewed,Dihydrofolate synthase/folylpolyglutamate synthase,folC c2860,c2860,folC,folC,44.30500559,51.86064838,52.09480166,53.94316143,102.3588454,55.78648886,0.51363031,5.910384227,2.066941472,0.150523124,0.548027748,no
338,c0589,643,A0A0H2V702,A0A0H2V702_ECOL6,unreviewed,DNA polymerase III subunit tau (EC 2.7.7.7),dnaX c0589,c0589,dnaX,dnaX,16.08612511,13.85492812,16.80087571,17.32649725,34.80200745,16.06417218,0.539171818,4.263643732,2.065200839,0.150695074,0.548028898,no
1306,c2350,183,A0A0H2VAH6,A0A0H2VAH6_ECOL6,unreviewed,Protein ybcL,ybcL c2350,c2350,ybcL,ybcL,3.544400447,4.003947117,4.593045158,4.447134293,9.504749933,4.478496488,0.572866002,2.374765835,2.055454731,0.15166197,0.549043845,no
1731,c3105,228,Q8FF08,UNG_ECOL6,reviewed,Uracil-DNA glycosylase (UDG) (EC 3.2.2.27),ung c3105,c3105,ung,ung,5.725569953,5.529260305,6.28521969,4.100604348,3.216992285,4.965289584,-0.497957013,2.365652463,2.056446512,0.151563257,0.549043845,no
1763,c3143,306,A0A0H2V9L8,A0A0H2V9L8_ECOL6,unreviewed,Uncharacterized protein,c3143,c3143,,c3143,23.58389528,26.56587135,21.39392087,37.42523405,50.59451503,17.42719285,0.555750676,4.889573975,2.0579782,0.151410949,0.549043845,no
617,c1070,396,A0A0H2V6L9,A0A0H2V6L9_ECOL6,unreviewed,Aminotransferase (EC 2.6.1.-),aspC c1070,c1070,aspC,aspC,63.52656186,58.59744829,50.16088791,47.30133748,21.49535754,50.62648203,-0.524832381,5.610728878,2.05902485,0.151306972,0.549043845,no
1134,c2104,154,A0A0H2V9Z9,A0A0H2V9Z9_ECOL6,unreviewed,Probable lipoprotein nlpC,nlpC c2104,c2104,nlpC,nlpC,10.76952444,18.36731297,14.38348352,10.39589835,9.358523011,11.19624122,-0.496273241,3.66210786,2.04978444,0.152227742,0.550467926,no
1530,c2793,141,Q8FFM5,NUDI_ECOL6,reviewed,Nucleoside triphosphatase NudI (EC 3.6.1.9) (Nucleotide diphosphatase NudI) (Pyrimidine deoxynucleoside triphosphate diphosphatase) (dCTP diphosphatase) (EC 3.6.1.12) (dTTP diphosphatase) (EC 3.6.1.-) (dUTP diphosphatase) (EC 3.6.1.23),nudI c2793,c2793,nudI,yfaO,3.680723541,4.44883013,3.746957892,6.468558972,6.287757648,4.283779249,0.510147226,2.330842761,2.04632452,0.15257414,0.551096414,no
179,c0286,603,A0A0H2V4C4,A0A0H2V4C4_ECOL6,unreviewed,Uncharacterized protein,c0286,c0286,,c0286,8.452031836,5.084377292,6.16435008,5.197949174,4.240580739,4.08906201,-0.516892095,2.505820665,2.041312641,0.153077502,0.55228979,no
2647,c4703,41,A0A0H2VCI0,A0A0H2VCI0_ECOL6,unreviewed,Uncharacterized protein,c4703,c4703,,c4703,6.407185424,8.834105544,7.252176565,6.98835389,4.240580739,4.18642063,-0.5317975,2.716999284,2.032257219,0.153991752,0.552467038,no
1629,c2950,85,P0AA05,PTHP_ECOL6,reviewed,Phosphocarrier protein HPr (EC 2.7.11.-) (Histidine-containing protein),ptsH c2950,c2950,ptsH,ptsH,163.9966822,140.9643604,113.7383025,121.5165007,47.0850689,110.4046743,-0.583940359,6.864685192,2.036693452,0.153543092,0.552467038,no
450,c0802,238,A0A0H2V5A1,A0A0H2V5A1_ECOL6,unreviewed,Succinate dehydrogenase iron-sulfur subunit (EC 1.3.5.1),sdhB c0802,c0802,sdhB,sdhB,22.76595672,43.34431641,56.92958604,33.78666963,61.7077611,92.29597109,0.607908492,5.699243883,2.033016652,0.153914841,0.552467038,no
1087,c2015,333,Q8FH99,ADD_ECOL6,reviewed,Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase),add c2015,c2015,add,add,4.6349852,3.368399956,2.17565297,2.483464605,1.169815376,2.82339996,-0.603066824,1.573188363,2.034802691,0.153734133,0.552467038,no
537,c0927,410,P0AEY9,MDFA_ECOL6,reviewed,Multidrug transporter MdfA (Chloramphenicol resistance pump Cmr),mdfA cmr c0927,c0927,"mdfA,cmr",cmr,5.725569953,8.389222531,6.768698127,6.122029027,19.30195371,7.691330924,0.64060353,3.177685765,2.036406265,0.153572091,0.552467038,no
2987,c5306,259,A0A0H2VF67,A0A0H2VF67_ECOL6,unreviewed,Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8),fklB c5306,c5306,fklB,fklB,7.088800894,5.783479169,8.21913344,3.754074404,3.363219207,7.107179209,-0.556646472,2.593071265,2.026248216,0.154601848,0.552792498,no
527,c0916,306,Q8FJK9,GSIC_ECOL6,reviewed,Glutathione transport system permease protein GsiC,gsiC c0916,c0916,gsiC,yliC,2.999108071,2.669298078,3.263479454,2.887749541,1.023588454,1.655096528,-0.593207693,1.398515792,2.027522643,0.154472226,0.552792498,no
2869,c5070,560,A0A0H2VD79,A0A0H2VD79_ECOL6,unreviewed,Cytochrome c-type biogenesis protein nrfE,nrfE c5070,c5070,nrfE,nrfE,13.22334013,1.970196201,2.17565297,6.295294,0.584907688,0.486793096,-1.186651285,2.086639999,2.028680189,0.154354599,0.552792498,no
2550,c4501,789,A0A0H2VCE7,A0A0H2VCE7_ECOL6,unreviewed,Putative conserved protein,c4501,c4501,,c4501,4.089692824,2.287969781,2.296522579,1.790404716,1.900949987,2.044531005,-0.570647329,1.341171783,2.022714133,0.154961945,0.55346028,no
2314,c4117,95,Q8FCY3,TUSB_ECOL6,reviewed,Protein TusB (tRNA 2-thiouridine synthesizing protein B),tusB c4117,c4117,tusB,yheL,3.95336973,3.431954672,3.626088283,3.292034477,4.825488428,8.37284126,0.577595283,2.242309447,2.005169331,0.156763788,0.554875195,no
2981,c5294,149,P0A7R2,RL9_ECOL6,reviewed,50S ribosomal protein L9,rplI c5294,c5294,rplI,rplI,50.71219101,85.67175736,74.69741862,51.69071679,153.2458143,113.4227915,0.590330795,6.464577049,1.998034709,0.157503309,0.554875195,no
623,c1082,192,A0A0H2V5V7,A0A0H2V5V7_ECOL6,unreviewed,Cell division protein ZapC,ycbW zapC c1082,c1082,"ycbW,zapC",ycbW,5.998216141,7.880784802,6.647828518,6.179784018,3.655673051,4.381137868,-0.513548509,2.594721961,2.008431133,0.15642701,0.554875195,no
1681,c3035,206,A0A0H2VBW4,A0A0H2VBW4_ECOL6,unreviewed,Uncharacterized protein,yfgM c3035,c3035,yfgM,yfgM,26.31035717,26.50231663,24.89913954,29.62831029,45.62279968,31.93362713,0.459813149,4.951327524,2.00697255,0.156577506,0.554875195,no
1522,c2779,216,A0A0H2V935,A0A0H2V935_ECOL6,unreviewed,Protein inaA,inaA c2779,c2779,inaA,inaA,9.2699704,7.817230086,8.34000305,13.63017783,17.83968449,6.328310254,0.568653256,3.415006089,2.000348386,0.157263057,0.554875195,no
416,c0737,224,P0AER6,GLTK_ECOL6,reviewed,Glutamate/aspartate import permease protein GltK,gltK c0737,c0737,gltK,gltK,10.36055515,3.050626375,4.593045158,5.891009064,1.754723065,2.82339996,-0.728163628,2.289816312,1.997705046,0.157537575,0.554875195,no
1219,c2238,293,P65812,HTPX_ECOL6,reviewed,Protease HtpX (EC 3.4.24.-) (Heat shock protein HtpX),htpX c2238,c2238,htpX,htpX,18.5399408,22.49836952,18.85565907,20.90730668,31.29256132,31.34947541,0.473984917,4.588803892,2.011870063,0.156072832,0.554875195,no
1645,c2991,347,A0A0H2V9F2,A0A0H2V9F2_ECOL6,unreviewed,Uncharacterized protein,ypfG c2991,c2991,ypfG,ypfG,4.907631388,5.338596156,5.439132424,7.334883835,8.773615323,6.133593016,0.494064211,2.698683176,1.995269417,0.157791004,0.554875195,no
2234,c4005,367,A0A0H2VB59,A0A0H2VB59_ECOL6,unreviewed,Rod shape-determining protein mreC,mreC c4005,c4005,mreC,mreC,2.726461882,1.906641484,2.17565297,1.559384752,6.872665336,3.018117198,0.713753592,1.615373126,1.996609143,0.157651548,0.554875195,no
664,c1164,496,A0A0H2V5W1,A0A0H2V5W1_ECOL6,unreviewed,Uncharacterized protein,ycdT c1164,c1164,ycdT,ycdT,26.58300335,25.9938789,16.92174532,40.08196363,42.25958047,18.79021352,0.539363245,4.839389062,1.999329184,0.15736884,0.554875195,no
2462,c4361,535,A0A0H2VC64,A0A0H2VC64_ECOL6,unreviewed,Periplasmic dipeptide transport protein,dppA c4361,c4361,dppA,dppA,15.67715582,9.596762138,14.98783157,7.912433743,7.896253791,12.16982741,-0.516716725,3.521438663,2.016628704,0.155584239,0.554875195,no
1901,c3472,577,A0A0H2VCR3,A0A0H2VCR3_ECOL6,unreviewed,Single-stranded-DNA-specific exonuclease recJ (EC 3.1.-.-),recJ c3472,c3472,recJ,recJ,26.03771098,20.52817332,19.09739829,24.89240104,42.69826124,25.2158824,0.495839174,4.727587115,2.003999428,0.156884781,0.554875195,no
1561,c2833,610,A0A0H2VBH3,A0A0H2VBH3_ECOL6,unreviewed,Uncharacterized protein,yfbS c2833,c2833,yfbS,yfbS,28.21888048,25.04055816,29.73392392,26.27852082,12.5755153,19.37436524,-0.501446162,4.570845086,2.013418025,0.155913704,0.554875195,no
3124,c5560,NA,NA,NA,NA,NA,NA,NA,NA,c5560,2.044846412,2.605743362,4.23043633,5.255704165,6.872665336,1.947172386,0.653910134,1.991504663,1.995454299,0.157771751,0.554875195,no
1551,c2822,180,P0AFD7,NUOI_ECOL6,reviewed,NADH-quinone oxidoreductase subunit I (EC 1.6.5.11) (NADH dehydrogenase I subunit I) (NDH-1 subunit I) (NUO9),nuoI c2822,c2822,nuoI,nuoI,26.71932645,18.24020353,14.86696196,12.12854807,10.96701915,18.49813767,-0.519860175,4.091816554,1.989909864,0.158350304,0.556229396,no
559,c0991,162,P0AAZ1,YBJO_ECOL6,reviewed,Inner membrane protein YbjO,ybjO c0991,c0991,ybjO,ybjO,1.635877129,1.843086768,2.05478336,3.003259523,3.216992285,1.947172386,0.551135937,1.304873311,1.978071119,0.159593758,0.559981175,no
1790,c3224,444,A0A0H2V9S7,A0A0H2V9S7_ECOL6,unreviewed,Uncharacterized protein,c3224,c3224,,c3224,7.497770177,10.04164515,13.05391782,11.72426314,20.76422293,11.97511017,0.528496317,3.657294269,1.97305831,0.160123613,0.560848257,no
1081,c2006,502,A0A0H2V9T3,A0A0H2V9T3_ECOL6,unreviewed,Uncharacterized protein,ydgA c2006,c2006,ydgA,ydgA,79.61268697,66.28756894,69.74176463,61.79784018,31.00010747,59.38875777,-0.499388171,5.943136539,1.972411063,0.160192174,0.560848257,no
458,c0815,134,P0A8Z4,YBGC_ECOL6,reviewed,Acyl-CoA thioester hydrolase YbgC (Acyl-CoA thioesterase) (EC 3.1.2.-),ybgC c0815,c0815,ybgC,ybgC,9.542616588,9.660316854,7.010437346,15.7093575,15.64628066,7.009820589,0.546077328,3.454930967,1.968488529,0.160608387,0.561075034,no
845,c1549,299,A0A0H2V6Q3,A0A0H2V6Q3_ECOL6,unreviewed,Putative replication protein O of bacteriophage,c1549,c1549,,c1549,6.27086233,4.893713143,3.142609845,3.754074404,3.070765363,3.018117198,-0.522454572,2.073427984,1.96920214,0.160532576,0.561075034,no
944,c1731,293,A0A0H2V710,A0A0H2V710_ECOL6,unreviewed,Protein trpH,trpH c1731,c1731,trpH,trpH,15.54083273,17.41399222,16.6800061,20.73404171,27.78311519,19.86115834,0.456443492,4.309032762,1.966463671,0.160823724,0.56121328,no
1315,c2362,349,A0A0H2V8E2,A0A0H2V8E2_ECOL6,unreviewed,Flagellar motor switch protein FliM,fliM c2362,c2362,fliM,fliM,4.6349852,7.181682924,3.626088283,6.584068954,10.38211147,6.230951635,0.553569226,2.726317017,1.961692437,0.161332431,0.562373856,no
976,c1778,73,A0A0H2V891,A0A0H2V891_ECOL6,unreviewed,Phage shock protein D,pspD c1778,c1778,pspD,pspD,1.499554035,2.287969781,2.05478336,1.617139743,1.169815376,1.070944812,-0.582018753,0.875088675,1.945988582,0.163019776,0.563303825,no
2635,c4686,112,P0ADN3,YIFE_ECOL6,reviewed,UPF0438 protein YifE,yifE c4686,c4686,yifE,yifE,15.40450964,24.405011,26.47044446,21.08057165,42.40580739,31.73890989,0.515571826,4.756468135,1.941919398,0.16346028,0.563303825,no
1728,c3101,308,A0A0H2VC24,A0A0H2VC24_ECOL6,unreviewed,Hypothetical transcriptional regulator yfiE,yfiE c3101,c3101,yfiE,yfiE,2.181169506,2.923516943,2.900870626,3.638564422,5.995303804,2.531324102,0.56150851,1.809599108,1.943125517,0.163329572,0.563303825,no
2839,c5018,331,Q8FB30,DUSA_ECOL6,reviewed,tRNA-dihydrouridine(20/20a) synthase (EC 1.3.1.-) (EC 1.3.1.91) (U20-specific dihydrouridine synthase) (U20-specific Dus) (tRNA-dihydrouridine synthase A),dusA c5018,c5018,dusA,yjbN,6.816154706,4.703048995,5.197393205,6.410803981,14.6226922,4.770572346,0.614600166,2.832311842,1.949008849,0.162693697,0.563303825,no
154,c0226,437,Q8FL00,TILS_ECOL6,reviewed,tRNA(Ile)-lysidine synthase (EC 6.3.4.19) (tRNA(Ile)-2-lysyl-cytidine synthase) (tRNA(Ile)-lysidine synthetase),tilS mesJ c0226,c0226,"tilS,mesJ",mesJ,8.043062553,7.944339518,9.306959925,8.316718679,19.44818063,9.63850331,0.550710894,3.392929258,1.950738887,0.162507251,0.563303825,no
1421,c2596,471,A0A0H2V8N3,A0A0H2V8N3_ECOL6,unreviewed,Hypothetical chaperone protein yegD,yegD c2596,c2596,yegD,yegD,2.181169506,1.715977336,2.538261798,2.425709615,5.556623038,2.141889625,0.624490493,1.505839147,1.944718237,0.16315715,0.563303825,no
1348,c2444,536,A0A0H2V8F5,A0A0H2V8F5_ECOL6,unreviewed,AMP nucleosidase (EC 3.2.2.4),amn c2444,c2444,amn,amn,12.54172466,5.656369737,6.526958909,6.526313963,4.094353817,5.744158539,-0.5669105,2.803360517,1.95485845,0.162064267,0.563303825,no
1415,c2590,549,A0A0H2V8X0,A0A0H2V8X0_ECOL6,unreviewed,Uncharacterized protein,yegH c2590,c2590,yegH,yegH,21.40272578,13.47359982,11.96609133,12.41732303,5.849076882,13.24077222,-0.556865249,3.727740566,1.947896472,0.162813706,0.563303825,no
548,c0980,561,P60870,YBJL_ECOL6,reviewed,Putative transport protein YbjL,ybjL c0980,c0980,ybjL,ybjL,7.497770177,5.27504144,7.614785393,5.197949174,5.995303804,2.82339996,-0.536618168,2.54823065,1.948603466,0.16273742,0.563303825,no
1332,c2393,606,A0A0H2V8B2,A0A0H2V8B2_ECOL6,unreviewed,Uncharacterized protein,c2393,c2393,,c2393,14.72289417,13.02871681,14.98783157,21.4271016,23.25008061,14.60379289,0.472417671,4.101451711,1.941185978,0.16353982,0.563303825,no
412,c0733,860,Q8FJY9,SYL_ECOL6,reviewed,Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS),leuS c0733,c0733,leuS,leuS,62.7086233,61.45741051,54.51219385,52.96132659,108.9390569,91.3223849,0.501081713,6.171317477,1.944711672,0.16315786,0.563303825,no
1789,c3223,109,P0ADQ8,YGAM_ECOL6,reviewed,Uncharacterized protein YgaM,ygaM c3223,c3223,ygaM,ygaM,2.862784977,2.542188646,4.23043633,2.13693466,0.73113461,3.115475817,-0.628777148,1.480843356,1.928938826,0.164874589,0.564187089,no
1576,c2857,162,A0A0H2V9B8,A0A0H2V9B8_ECOL6,unreviewed,Colicin V production protein,cvpA c2857,c2857,cvpA,cvpA,8.724678024,7.499456505,8.702611878,9.876103431,19.74063448,7.399255067,0.56034087,3.37621266,1.928936626,0.16487483,0.564187089,no
655,c1140,198,P0A8G7,NQOR_ECOL6,reviewed,NAD(P)H dehydrogenase (quinone) (EC 1.6.5.2) (Flavoprotein WrbA) (NAD(P)H:quinone oxidoreductase) (NQO),c1140,c1140,,wrbA,32.03592712,16.33356205,33.11827298,25.64321593,5.117942272,19.76379972,-0.677514256,4.472475051,1.933959369,0.16432592,0.564187089,no
2354,c4172,292,P0A6Y6,HSLO_ECOL6,reviewed,33 kDa chaperonin (Heat shock protein 33 homolog) (HSP33),hslO c4172,c4172,hslO,yrfI,8.997324212,9.850981003,17.40522376,11.83977312,20.91044985,19.95851696,0.536236798,3.899716703,1.933597208,0.164365429,0.564187089,no
502,c0878,332,Q8FJN6,YBHG_ECOL6,reviewed,UPF0194 membrane protein YbhG,ybhG c0878,c0878,ybhG,ybhG,7.361447083,7.75367537,7.735655003,5.60223411,3.216992285,6.91246197,-0.52111002,2.733024838,1.927491795,0.165033117,0.564187089,no
487,c0851,376,A0A0H2V5D7,A0A0H2V5D7_ECOL6,unreviewed,Peyer's patch-specific virulence factor GipA,gipA c0851,c0851,gipA,gipA,4.362339012,2.923516943,3.867827501,2.714484569,1.900949987,2.920758579,-0.518197835,1.711556473,1.933839946,0.164338947,0.564187089,no
5,c0005,428,A0A0H2V5R3,A0A0H2V5R3_ECOL6,unreviewed,Threonine synthase (EC 4.2.3.1),thrC c0005,c0005,thrC,thrC,7.906739459,6.800354628,8.460872659,6.641823945,3.509446129,5.744158539,-0.515227538,2.74722934,1.928141087,0.164961963,0.564187089,no
